Column1,Chinese,English
2282,龙徽庄园干红葡萄酒,Dragon Seal Cru de Dry Red
2283,西夏王冰白,Xixia King White Icewine
2284,西夏王干红,Xixia King Red Wine
2285,西夏王世纪,Xixia King Red Wine
2286,王朝干红,Dynasty Red Wine
2287,王朝干白,Dynasty White Wine
2288,杜本内,Dubonnet
2289,马天尼（白）,"Martini Bianco, Italy"
2290,苦艾酒,Absinth
2291,马天尼（干）,"Martini Dry, Italy"
2292,马天尼（甜）,"Martini Rosso, Italy"
2293,（红）马天尼（甜）,"Sweet Martini , Italy"
2294,飘仙1号,Pimm’s No
2295,仙山露（干）,"Cinzano Dry , France"
2296,仙山露（红）,"Cinzano Rosso, France"
2297,仙山露（半干）,"Cinzano Bianco, France"
2298,干邑,Cognac
2299,亚文邑,Armagnac
2300,马爹利VSOP,Martell V
2301,兰带马爹利,Martell Cordon Blue
2302,人头马路易十三,Remy Martin Louis XIII
2303,马爹利XO,Martell X
2304,拿破仑VSOP,"Courvoisier VSOP, France"
2305,拿破仑XO,"Courvoisier XO, France"
2306,苹果白兰地,Calvados
2307,人头马VSOP,Remy Martin VSOP
2308,人头马XO,Remy Martin XO
2309,人头马俱乐部,Remy Martin Club
2310,人头马特级,Club de Remy
2311,施格兰VO,Seagram's VO
2312,轩尼诗VSOP,Hennessy VSOP
2313,轩尼诗XO,Hennessy XO
2314,轩尼诗百乐廷,Hennessy Paradis
2315,轩尼诗智选,Hennessy Choice
2316,爱尔兰威士忌,Irish Whiskey
2317,百龄坛,Ballantine's
2318,白马威士忌,White Horse
2319,百笛人,100 Pipers
2320,百龄坛12年,Ballantine's (12 Years)
2321,百龄坛（特级）威士忌,Ballantine's Finest
2322,格兰菲迪10年,Glenfiddich (10 Years)
2323,格兰菲迪士,Glenfiddich
2324,格林莫瑞,Glenmorangie
2325,格兰威士忌,Grant's
2326,黑方威士忌,Johnnie Walker Black Label
2327,红方威士忌,Johnnie Walker Red Label
2328,皇冠威士忌,Crown Royal
2329,皇家礼炮,Chivas Royal Salute
2330,杰克丹尼威士忌,Jack Daniel's
2331,加拿大俱乐部(12年）,Canadian Club (12 years)
2332,添宝威士忌,Dimple Haig
2333,金铃威士忌,Bells Finest
2334,老伯威威士忌,Old Parr (12 years)
2335,龙津,Long John
2336,麦高伦麦威十二年威士忌,Macallan Highland (12 years)
2337,顺风威士忌,Cutty Sark
2338,四玫瑰波尔本威士忌,Four Roses
2339,苏格兰纯麦威士忌,Scotch Malt Whisky
2340,苏格兰威士忌,Scotch Whisky
2341,野火鸡威士忌,Wild Turkey
2342,威雀威士忌(15年),Famous Grouse (15 Years)
2343,芝华士威士忌12年,Chivas Regal (12 Years)
2344,芝华士威士忌18年,Chivas Regal (18 years)
2345,必发达金酒,Beefeater
2346,哥顿,Gordon's
2347,基比路钻石金,"Gibeys Special Dry Gin, London, England"
2348,健尼路金,"Greenalls Original Dry Gin, London, England"
2349,百加得朗姆酒,Bacardi Rum
2350,白加得151,"Bacardi 151, Jamaica"
2351,百加得8号,"Bacardi 8, Jamaica"
2352,百加得白郎姆酒,"Bacardi Light, Jamaica"
2353,百加得黑郎姆酒,"Bacardi Dark, Jamaica"
2354,摩根船长（白）,Captain Morgan Rum White
2355,摩根船长(黑),Captain Morgan Rum Dark
2356,哈瓦那郎姆酒7年,Havanan Club (7 years)
2357,黑朗姆酒,Dark Rum
2358,波兰祖布兰卡伏特加,"Zubrowka-Bison Brand Vodka, Poland"
2359,丹麦伏特加,"Danzka Vodka, Denmark"
2360,丹麦伏特加（葡萄味）,"Danzka Currant Vodka, Denmark"
2361,红牌伏特加,Stolichnaya Vodka
2362,绿牌伏特加,Moskovskaya Vodka
2363,芬兰伏特加（青柠味）,"Finlandia Lime Vodka, Finland"
2364,芬兰伏特加,"Finlandia Vodka, Finland"
2365,芬兰红加仑子,"Finlandia Cranberry Vodka, Finland"
2366,芬兰酸蔓伏特加,Finlandia Cranberry
2367,荷兰伏特加,"Ketel One Vodka, Holland"
2368,皇冠伏特加,Smirnoff Vodka
2369,瑞典伏特加,Absolut
2370,瑞典伏特加（橙味）,"Absolut Mandarin Vodka, Sweden"
2371,瑞典伏特加（柠檬味）,"Absolut Citron Vodka, Sweden"
2372,瑞典伏特加（葡萄味）,"Absolut Kurrant Vodka, Sweden"
2373,瑞典香草伏特加,"Absolut Vanilia Vodka, Sweden"
2374,潇洒龙舌兰,Tequila Sauza
2375,豪师快活白,Jose Cuervo White
2376,豪师快活金,Jose Cuervo Gold
2377,雷博司金色龙舌兰,"Pepe Lopez Premiun Gold, Mexico"
2378,墨西哥索查金色龙舌兰,"Sauza Extra Tequila Gold, Mexico"
2379,墨西哥索查银色龙舌兰,"Sauza Tequila Blanco, Mexico"
2380,百利甜酒,Baileys Irish Cream
2381,薄荷酒,Crème de Menthe (Green)
2382,安定宝,Underberg
2383,白薄荷,Crème de Menthe (White)
2384,白可可酒,Crème de Cacao (White)
2385,潘诺(茴香酒）,Pernod
2386,橙皮甜酒,Triple Sec
2387,草莓力娇,Crème de Strawberry
2388,蛋黄白兰地,Advocaat
2389,芳津杏仁,Amaretto
2390,甘露咖啡力娇酒,Kahlua
2391,加利安奴（香草利口酒）,Galliamo
2392,金万利,Grand Marnier
2393,君度甜酒,Cointreau
2394,添万力,Tia Maria
2395,可可甜酒,Crème de Cacao
2396,蓝橙,Blue Curacao
2397,葫芦尊薄荷蜜,Get 27
2398,玛利布椰子甜酒,Malibu
2399,森布卡茴香酒,Sambuca
2400,樱桃白兰地,Cherry Brandy
2401,樱桃酒,Kirschwasser
2402,樱桃力娇,Maraschino
2403,樱桃甜酒,Cherry Heering
2404,班尼的天（当酒）,Benedictine（D
2405,日本清酒,Sake
2406,爱尔兰啤酒,Guinness
2407,百威啤酒,Budweiser
2408,朝日啤酒,Asahi
2409,高仕啤酒,Grolsch
2410,嘉士伯啤酒,Carlsberg
2411,科罗娜啤酒,Corona
2412,喜力啤酒,Heineken
2413,老虎啤酒,Tiger
2414,蓝带啤酒,Blue Ribbon
2415,亚美利加娜,Americano
2416,白兰地亚历山大,Brandy Alexander
2417,波斯猫爪,"Pussy Foot（O J P J,Lemon Juice,Grenadine）"
2418,皇室咖啡,Coffee Royal
2419,草莓玛格丽特,Strawberry Margarita
2420,长岛冰茶,Long Island Iced Tea (Vodka，Gin，Rum，Tequila，Cointreau，Coke）
2421,得其利,Daiquiri
2422,龙舌兰日出,Tequila Sunrise
2423,干马天尼,Dry Martini
2424,古典鸡尾酒,Old Fashioned
2425,黑俄罗斯,Black Russian
2426,红粉佳人,Pink Lady
2427,轰炸机,B-52（Baileys  Kahlua，Cointreau）
2428,金飞士,Gin Fizz
2429,金汤力,Gin and Tonic
2430,螺丝刀,Screwdriver
2431,罗布·罗伊,Rob Roy
2432,曼哈顿,Manhattan
2433,美态,Mai Tai
2434,汤姆考林斯,Tom Collins
2435,天使之吻,Angel's Kiss
2436,威士忌酸,Whisky Sour
2437,夏日宾治,Summer Punch(OJPJ，Lemon Juice，Grenadine Mint's)
2438,血玛丽,Bloody Mary(Vodka，Tomato Juice)
2439,新加坡司令,Singapore Sling
2440,锈钉,Rusty Nail
2441,种植园者宾治,Planter's Punch
2442,拉菲古堡,Chateau Lfite Rothschild
2443,木桐古堡,Chateau Mouton Rothschild
2444,玛歌古堡,Chateau Margaux
2445,布利翁高地古堡,Chateau Haut-Brion
2446,白马古堡,Chateau Cheval Blanc
2447,柏图斯古堡,Chateau Petrus
2448,拉图古堡,Chateau Latour
2449,埃思杜耐尔古堡,Chateau Cos d’Estournel
2450,百鳞翅古堡,Chateau Lynch Bages
2451,小拉菲（拉菲古堡第二等级酒）,Carruades de Lafite 2nd of Chateau Lafite Rothschild
2452,杜哈米隆红古堡,Chateau Duhart Milon
2453,奥巴里奇古堡,Chateau Haut Bages Liberal
2454,拉兰德伯爵夫人古堡,Chateau Pichon Long
2455,朗格维男爵古堡,Chateau Pichon Longueville Baron
2456,朋特卡古堡,Chateau Pontet Canet
2457,小拉图（拉图古堡第二等级酒）,"Les Forts du Latour, 2nd of Chateau Latour"
2458,小木桐（小山羊）,Petit Mouton 2nd of Chateau Mouton Rothschild
2459,塔博古堡,Chateau Talbot
2460,龙船古堡,Chateau Beychevelle
2461,帕玛古堡,Chateau Palmer
2462,皮安尼仙古堡,Chateau Prieure Lichine
2463,坎帝娜古堡,Chateau Cantenac Brown
2464,拉斯甘园古堡,Chateau Lascombes
2465,查赛林古堡,Chateau Chasse-Spleen
2466,波坦萨古堡,Chateau Potensac
2467,拉吉古堡,Chateau La Lagune
2468,坎摩尔古堡,Chateau Cantemerle
2469,西特兰堡,Chateau Citran
2470,穆特拉吉古堡,Moulin La Lagune
2471,罗德比古堡,Chateau Rolland De By
2472,翠陶玫瑰古堡,Chateau Larose-Trintaudon
2473,布里翁高地 巴哈斯法兰古堡,Bahans Haut-Brion 2nd of Chateau Haut-Brion
2474,博哈特美人古堡,La Fleur de Bouard
2475,奇葩古堡,Chateau La Fleur de Petrus
2476,赛乐思古堡,"Chateau de Sales, Pomerol"
2477,修女院古堡,"Chateau du Couvent, Pomerol"
2478,伽夫莉叶古堡,Chateau Canon La Gaffeliere
2479,晨钟古堡,Chateau Angelus
2480,佛拉达古堡,Chateau Fonrazade
2481,卡瑟天堂古堡,Chateau Paradis Casseuil
2482,路易亚都酒庄夜丘村,"L．Jadot, Nuit Saint Georges"
2483,路易亚都酒庄哲维-尚贝丹村,L
2484,路易亚都酒庄博玛村,L
2485,路易亚都酒庄波恩一级葡萄园,L
2486,路易拉图酒庄阿劳斯-考通,"Louis Latour, Aloxe Corton"
2487,佐宅利教堂酒庄,Paul Jaboulet Aine
2488,吉佳乐世家艾尔米大志,"E Guigal, Hermitage"
2489,老电报酒庄教皇新堡,"Vieux Telegraphe, Chateauneuf De Pape"
2490,吉佳乐世家火焰山丘,"E Guigal, Cote Rotie"
2491,吉佳乐世家教皇新堡,"E Guigal, Chateauneuf De Pape"
2492,吉佳乐世家吉贡达,"E Guigal, Gigondas"
2493,佐宅利教堂酒庄吉贡达,Paul Jaboulet Aine，Gigondas
2494,月桂花冠酒庄吉贡达,"Laurus, Gigondas"
2495,玛德玛嘉萨高地峡谷酒庄,Mas De Daumas Gassac
2496,拱男爵酒庄,Domaine de Baron’Arques
2497,嘉雅酒庄思波斯果园,"Gaja Sperss, Langhe"
2498,嘉雅酒庄达尔玛吉果园,"Gaja Damagi, Langhe"
2499,嘉雅酒庄摩尔式堡,"Gaja, Sito Moresco, Langhe"
2500,布鲁诺酒庄巴霍洛,"Prunotto Bussia,"
2501,布鲁诺酒庄芭西亚酒园巴霍洛,"Pruntto Bussia, Barolo"
2502,皮欧-瑟萨酒庄巴霍洛,"Pio Cesare, Barolo"
2503,嘉雅酒庄嘉雅芭芭多斯,"Gaja, Barbaresco"
2504,布鲁诺酒庄布瑞克葡萄酒园 芭芭瑟蔻,"Prunotto, Bric Turot, Barbaresco"
2505,丽斐琐河酒庄,Livio Felluga Sosso
2506,艾格尼酒庄阿玛罗尼,Allegrini Amarone
2507,萨希卡娅酒庄贝格瑞,"Sassicaia, Golgheri"
2508,安东尼酒庄 天娜葡萄园 托希卡娅,"Antinori Tignanello, Tuscany"
2509,卢碧卡雅酒庄托希卡娅,"Lupicaia, Tuscany"
2510,嘉里奥雷酒庄托希卡娅,"Gagliole, Tuscany"
2511,塔斯那雅酒庄托希卡娅,"Tasssinaia, Tuscany"
2512,布鲁那洛,Brunello Di Montalcino
2513,维特斯村庄酒庄尚提特选,"Villa di Vetrice, Chianti Rufina Riserva"
2514,安东尼酒庄尚提传统经典,"Antinori, Chianti Classico"
2515,特级大古堡,"Grans Muralles, Conca de Barbera"
2516,阿里安,"Alion, Ribera del Duero"
2517,黑牌玛斯拉普拉纳,"Mas La Plana, Penedes"
2518,聘缇雅 透侯,"Pintia, Toro"
2519,奔富酒庄 葛兰脂宾15西拉,"Penfolds, Grange Bin 15 Shiraz"
2520,奔富酒庄 圣亨西拉,"Penfolds, Saint Henri Shiraz"
2521,乔富酒庄 黑牌赤霞珠-西拉,W
2522,托布雷酒园 二世利蒙大师,"Torbreck, The Struie, Barosso"
2523,亚卢巴酒庄 西拉-维欧尼,Yalumba Shiraz-Viognier
2524,比特-雷曼酒庄 八首歌 西拉,"Peter Lehmann, Eight Songs Shiraz"
2525,维呢斯酒庄 约翰路的池 赤霞珠,"Whnns, John Riddoch Cab-Saw"
2526,玫瑰山庄 西拉,"Rosemount, Balmoral, Syrah"
2527,维斯酒庄 菲林斯-海特斯布瑞,"Vasse, Felix Heytesbury"
2528,露纹艺术系列赤霞珠,"Leeuwin, Art Series, Cab-Sauv"
2529,科伯道 赤霞珠,"d’Arenberg, Coppermine Road, Cab-Sauv"
2530,罗富酒庄 黑比诺特选,"Rochford, Reserve, Pinot Noir"
2531,新玛利酒庄 赤霞珠-美乐,"Villa Maria, Cabernet Merlot"
2532,费加罗之恋,"Almaviva, Maipo"
2533,甘露魔爵 赤霞珠,"Don Melchor Cabernet Sauvignon, Maipo"
2534,伊拉苏麦西酒庄美乐特选,"Errazuriz Merlot Reserve, Maipo"
2535,伊拉苏麦西酒庄赤霞珠特选,"Errazuriz Cab-Sauv Reserve, Maipo"
2536,巴斯克十世,"Le Dix de Los Vscos, Colchagua"
2537,阿根廷 Argentina,
2538,安德马骑士,"Cheval Des Andes, Mendoza"
2539,卡特纳 阿拉塔-马尔贝克,"Catena, Alta Malbec, Mendoza"
2540,银像木酒庄 赤霞珠,"Silver Oak, Cab-Sauv, Napa"
2541,贝灵哲 纳柏谷侯维山 赤霞珠,"Beringer, Private Reserve, Cab-Sauv"
2542,思富酒园 美乐,"Shafer, Merlot, Napa"
2543,约瑟夫菲尔普斯酒庄 赤霞珠,"Joseph Phelps Cab-Sauv, Napa"
2544,约瑟夫菲尔普斯酒庄 美乐,"Joseph Phelps Merlot, Napa"
2545,约瑟夫菲尔普斯酒庄 西拉,"Joseph Phelps Syrah, Napa"
2546,佐顿酒庄 赤霞珠,"Jordan Cab-Sauv, Sonoma"
2547,盖世峰酒庄,Geyser Peak
2548,盖世峰酒庄 亚历山大河谷,"Geyser Peak, Alexander Valley"
2549,婷芭克世家特酿雷司令,"Trimbach Cuvee Frederic Emile, Riesling"
2550,婷芭克世家特酿,Trimbach Cuvee Des Seigneurs
2551,葛拉维 Graves,
2552,贝沙克-雷奥良,Pessac-Leognan
2553,路易亚都酒庄 考尔通-查理曼特级酒园,"Louis Jadot, Corton-Charlemagne Grand Cru"
2554,路易亚都酒庄 布利尼-蒙沓奢村,"Louis Jadot, Puligny- Montrachet"
2555,路易亚都酒庄 摩梭村,"Louis Jadot, Meursault"
2556,路易亚都酒庄 莎布利一级酒园,"Louis Jadot, Chablis 1st Cru"
2557,摩梭古堡,Chateau De Meursault
2558,贝都克女王酒庄,"Reine Pedauque, Meurseault AOC Les Pellans"
2559,火箭酒庄 教皇新堡,"Clos La Roquette, Chateauneuf-du-Pape"
2560,吉佳乐世家艾尔米大志,E
2561,玛德玛嘉萨高地峡谷酒庄,Mas De Daumas Gassac White
2562,萨拉古堡 芝华露,"Cervaro, Castello de Sala"
2563,嘉雅酒庄 罗斯巴斯 霞多丽,"Gaja, Rosj-Bass Chardonnay, Langhe"
2564,露纹艺术系列 霞多丽,"Leeuwin, Art Series Chardonnay"
2565,玫瑰山庄 罗斯伯格 霞多丽,"Rosemount, Roxburgh Chardonnay"
2566,天壤酒庄47号桶 霞多丽,Tyrrell’s Vat 47 Chardonnay
2567,天壤酒庄1号桶 赛美容,Tyrell’s Vat 1 Semillon
2568,新玛利庄园 霞多丽特选,"Villa Maria, Reserve Chardonnay"
2569,新玛利庄园长乡思,"Villa Maria, Private Bin Sauvignon Blanc"
2570,黄牌香槟,Veuve Clicquot
2571,白雪香槟,Piper Heidsieck Brut
2572,罗兰百悦盛事香槟,Laurent Perrier Grand Siecle
2573,首席法兰西香槟特酿,Bollinger Special Brut Cuvee
2574,哥塞典藏香槟,Gosset Brut Grande Reserve
2575,酩悦香槟,Moet & Chandon Brut
2576,保禄爵香槟,Pol Roger Reserve Brut
2577,木马红带香槟,Mumm Cordon Rouge Brut
2578,安雅纳香槟,Henri de Verlaine Brut
2579,派拉蒂香槟,Veuve Pelletier Brut
2580,泰亭哲香槟,Taittinger Brut Reserve Champagne NV
2581,波特酒 Pot,
2582,格兰姆波特酒,Graham’s Port
2583,多斯波特酒,Dow’s Port
2584,兰帕果渣酒 Grappa,
2585,安东尼酒庄 格兰帕果渣酒,Antinori Grappa Tignanello
2586,罗斯海岸 尼比奥罗,Costa Russi Grappa
2587,瑞妮娜-布鲁诺蒙塔尔其诺,Rennina Grappa de Brunello di Montalcino
2588,嘉雅和雷 霞多丽,Gaia & Rey Grappa di Chardonnay
2589,曼歌果渣酒,Crappa di Ca Marcanda Magari
2590,奶油雪利酒,Cream Sherry
2591,干雪利酒,Tio Pepe Dry
2592,半干雪利酒,Dry Sack
2593,冰露矿泉水,Ice Dew Mineral Water
2594,火山泉矿泉水,Volcano Spring Mineral Water
2595,巴黎矿泉水,Perrier Mineral Water
2596,崂山带汽矿泉水,Laoshan Mineral Water（Sparkling）
2597,崂山矿泉水,Laoshan Mineral Water
2598,雀巢矿泉水,La Vie Mineral Water
2599,雀巢健怡矿泉水,La Vie Promium Mineral Water
2600,屈臣氏矿泉水,Watson's Spring Water Distilled
2601,圣培露矿泉水,San Pellegrino Mineral Water
2602,依云矿泉水,Evian Mineral Water
2603,哥伦比亚咖啡,Colombian Coffee
2604,牙买加咖啡,Jamaican Coffee
2605,蓝山咖啡,Blue Mountain Coffee
2606,巴西山度士咖啡,Brazil Santos Coffee
2607,曼特林咖啡,Brazilian Coffee
2608,意大利咖啡,Italian Coffee
2609,意大利浓咖啡,Espresso
2610,意大利泡沫咖啡,Cappuccino
2611,拿铁咖啡,Café Latté
2612,美式咖啡,Café Americano
2613,法式滴滤咖啡,French Coffee
2614,冰法式滴滤,Iced French Coffee
2615,低因咖啡,Decaffeinated Coffee
2616,曼巴咖啡,Special Coffee (Mandeling and Brazilian Coffee)
2617,速溶咖啡,Instant Coffee
2618,现磨咖啡,Fresh Ground Coffee
2619,冰咖啡,Iced Coffee
2620,浓缩冰咖啡,Iced Espresso
2621,冰薄荷咖啡,Iced Mint Coffee
2622,冰卡布奇诺,Iced Cappuccino
2623,冰焦糖卡布奇诺,Iced Caramel Cappuccino
2624,冰香草卡布奇诺,Iced Vanilla Cappuccino
2625,冰榛子卡布奇诺,Iced Hazelnut Cappuccino
2626,果味冰卡布奇诺,Iced Fruit Cappuccino
2627,果味卡布奇诺,Fruit Cappuccino
2628,薰衣草卡布奇诺,Lavender Cappuccino
2629,香草卡布奇诺,Vanilla Cappuccino
2630,榛子卡布奇诺,Hazelnut Cappuccino
2631,冰拿铁咖啡,Iced Café Latté
2632,冰焦糖咖啡拿铁,Iced Caramel Latté
2633,冰香草咖啡拿铁,Iced Vanilla Latté
2634,冰榛子咖啡拿铁,Iced Hazelnut Latté
2635,冰菠萝咖啡拿铁,Iced Pineapple Latté
2636,冰草莓咖啡拿铁,Iced Strawberry Latté
2637,冰果味咖啡拿铁,Iced Fruit Latté
2638,黑莓咖啡拿铁,Blackberry Latté
2639,薰衣草咖啡拿铁,Lavender Latté
2640,椰子冰咖啡拿铁,Iced Coconut Latté
2641,黑莓冰咖啡拿铁,Iced Blackberry Latté
2642,芒果冰咖啡拿铁,Iced Mango Latté
2643,蜜桃冰咖啡拿铁,Iced Peach Latté
2644,蜜桃咖啡拿铁,Peach Latté
2645,香草咖啡拿铁,Vanilla Latté
2646,樱桃咖啡拿铁,Cherry Latté
2647,樱桃冰咖啡拿铁,Iced Cherry Latté
2648,榛子咖啡拿铁,Hazelnut Latté
2649,香蕉咖啡拿铁,Banana Latté
2650,拿铁康沙博咖啡,Café Latté with Con Sapore
2651,浓缩咖啡康保蓝,Espresso Con Panna
2652,浓缩咖啡玛奇朵,Espresso Macchiato
2653,冰美式咖啡,Iced Americano
2654,菠萝冰美式,Iced Pineapple Americano
2655,芒果冰美式咖啡,Iced Mango Americano
2656,蜜桃冰美式咖啡,Iced Peach Americano
2657,香蕉冰美式,Iced Banana Americano
2658,冰摩卡,Iced Mochaccino
2659,草莓摩卡咖啡,Iced Strawberry Mocha
2660,樱桃摩卡咖啡,Cherry Mocha
2661,椰子摩卡咖啡,Coconut Mocha
2662,芒果摩卡咖啡,Mango Mocha
2663,香蕉摩卡咖啡,Banana Mocha
2664,冰水果咖啡,Iced Fruit Coffee
2665,法国香草咖啡,French Vanilla Coffee
2666,漂浮冰咖啡,Iced Coffee Float
2667,巧克力冰咖啡,Iced Chocolate Coffee
2668,巧克力咖啡,Chocolate Coffee
2669,塔拉珠高山咖啡,Tarrazu Coffee
2670,碳烧咖啡,Charcoal Coffee
2671,特雷里奥咖啡,Tres Rios Coffee
2672,维也纳咖啡,Vienna Coffee
2673,杏香咖啡,Saronno Coffee
2674,夏威夷可娜咖啡,Hawaiian Kona Coffee
2675,玫瑰夫人咖啡,Rose Lady Coffee
2676,墨西哥冰咖啡,Iced Mexican Coffee
2677,瑞士冰咖啡,Iced Swiss Coffee
2678,巴西咖啡,Brazil Coffee
2679,皇家咖啡,Royal Coffee
2680,君度咖啡,Cointreau Coffee
2681,爱尔咖啡,Irish Coffee
2682,生姜咖啡,Ginger Juice Coffee
2683,贵妇人咖啡,Dame Coffee
2684,椰香咖啡,Coconut Coffee
2685,墨西哥日落咖啡,Mexico Ice Coffee
2686,绿茶,Green Tea
2687,太平猴魁,Taiping Houkui Tea (Green Tea)
2688,西湖龙井,Xihu Longjing Tea (Green Tea)
2689,信阳毛尖,Xinyang Maojian Tea (Green Tea)
2690,碧螺春,Biluochun Tea (Green Tea)
2691,毛尖茶,Maojian Tea (Green Tea)
2692,日本煎茶,Japanese Green Tea
2693,大红袍,Dahongpao Tea(Wuyi Mountain Rock Tea)
2694,安溪铁观音,Anxi Tieguanyin Tea (Oolong Tea)
2695,台湾阿里山乌龙,Taiwan Alishan Oolong Tea
2696,台湾冻顶乌龙,Taiwan Dongding Oolong Tea
2697,台湾金萱乌龙,Taiwan Jinxuan Oolong Tea
2698,台湾人参乌龙,Taiwan Ginsen Oolong Tea
2699,台湾桂花乌龙,Taiwan Cassia Oolong Tea
2700,君山银针,Junshan Silver Needle Tea
2701,大白毫,White Milli- Silver Needle Tea
2702,茉莉花茶,Jasmine Tea
2703,茉莉大白毫,Jasmine Silver Needle Tea
2704,牡丹绣球,Peony Jasmine Tea
2705,普洱,Pu 'er Tea
2706,陈年普洱,Aged Pu 'er Tea
2707,陈年普洱（31年）,31-Year Pu 'er Tea
2708,红茶,Black Tea
2709,祁门红茶,Keemun Black Tea
2710,立顿红茶,Lipton Black Tea
2711,大吉岭茶,Darjeeling Tea
2712,伯爵茶,Earl Grey Tea
2713,薄荷锡兰茶,Mint Tea
2714,绿毛峰,Lǜmaofeng Tea
2715,八宝茶,Assorted Chinese Herbal Tea
2716,薰衣草茶,Lavender Tea
2717,意大利桔茶,Italian Orange Tea
2718,俄罗斯红茶,Russian Black Tea
2719,梅子红茶,Greengage Black Tea
2720,菊花茶,Chrysanthemum Tea
2721,冰茶,Iced Tea
2722,冰红(绿)茶,Iced Black Tea / Iced Green Tea
2723,冰奶茶,Iced Milk Tea
2724,乌龙茶(无糖型),Oolong Tea (Sugar Free)
2725,港式奶茶,"Hot Tea, HK Style"
2726,巧克力奶茶,Chocolate Milk Tea
2727,冰巧克力奶茶,Iced Chocolate Milk Tea
2728,草莓奶茶,Strawberry Milk Tea
2729,花生奶茶,Peanut Milk Tea
2730,哈密瓜奶茶,Hami Melon Milk Tea
2731,椰香奶茶,Coconut Milk Tea
2732,芋香奶茶,Taro Milk Tea
2733,热柠檬茶,Hot Lemon Tea
2734,冰柠檬茶,Iced Lemon Tea
2735,菠萝果茶,Pineapple Tea
2736,菠萝冰茶,Iced Pineapple Tea
2737,黑莓冰茶,Iced Blackberry Tea
2738,草莓冰茶,Iced Strawberry Tea
2739,蓝莓冰茶,Iced Blueberry Tea
2740,芒果冰茶,Iced Mango Tea
2741,蜜桃冰茶,Iced Peach Tea
2742,香蕉冰茶,Iced Banana Tea
2743,奇异果冰茶,Iced Kiwi Tea
2744,百香果汁,Passion Fruit Juice
2745,冰果汁,Chilled Juice
2746,菠萝汁,Pineapple Juice
2747,苹果汁,Apple Juice
2748,橙汁,Orange Juice
2749,纯木瓜汁,Papaya Juice
2750,凤梨木瓜汁,Papaya and Pineapple Juice
2751,哈蜜瓜汁,Cantaloupe Juice
2752,红莓汁,Cranberry Juice
2753,火龙果汁,Dragonfruit Juice
2754,苦柠檬水,Bitter Lemon Juice
2755,西瓜汁,Watermelon Juice
2756,葡萄汁,Grape Juice
2757,酸枣汁,Wild Jujube Juice
2758,西柚汁/蜜柚汁 (冷/热),Grapefruit Juice(Cold / Hot)
2759,时令果汁,Seasonal Fruit Juice
2760,西柠蜜瓜汁,Melon and Lemon Juice
2761,椰汁,Coconut Juice
2762,草莓果茶,Strawberry Juice
2763,蓝莓果茶,Blueberry Juice
2764,蜜桃果茶,Peach Juice
2765,汇源梨汁,Huiyuan Pear Juice
2766,汇源桃汁,Huiyuan Peach Juice
2767,汇源橙汁,Huiyuan Orange Juice
2768,新奇士橙汁,Sunkist Orange Juice
2769,新奇士柠檬汁,Sunkist Lemon Juice
2770,鲜榨果汁,Fresh Juice
2771,鲜榨青柠汁,Fresh Lemon Juice
2772,鲜榨蔬菜汁,Fresh Vegetable Juice
2773,番茄汁,Tomato Juice
2774,胡萝卜橙子汁,Carrot and Orange Juice
2775,胡萝卜芹菜汁,Celery and Carrot Juice
2776,山楂胡萝卜汁,Hawthorn and Carrot Juice
2777,黄瓜汁,Fresh Cucumber Juice
2778,胡萝卜汁,Fresh Carrot Juice
2779,苦瓜汁,Bitter Melon Juice
2780,西芹汁,Celery Juice
2781,牵手南瓜汁,Together Pumpkin Juice
2782,牵手果蔬汁（胡萝卜橙汁）,Together Vegetable and Fruit Juice (Carrot and Orange)
2783,山药养生汁,Yam Juice
2784,凤梨柠檬芹,"Pineapple, Lemon and Celery Juice"
2785,番茄柠檬汁,Tomato and Lemon Juice
2786,可口可乐,Coca-Cola/ Coke
2787,大可乐/雪碧,Coke/Sprite (Large)
2788,雪碧,Sprite
2789,健怡可乐,Diet Coke
2790,芬达,Fanta
2791,托尼克水,Tonic Water
2792,姜汁汽水,Ginger Ale
2793,意大利苏打,Italian Soda
2794,百加得可乐,Bacardi & Coke
2795,百加地郎姆酒，菠萝汁,"Bacardi Rum, Pineapple Juice"
2796,"百加地郎姆酒,柠檬汁","Bacardi Rum, Lemon Juice"
2797,青柠汁,Lemon Juice
2798,伏特加橙汁,Vodka & Orange
2799,伏特加苏打,Vodka & Soda
2800,伏特加汤力,Vodka & Tonic
2801,伏特加雪碧,Vodka & Sprite
2802,伏特可乐,Vodka & Coke
2803,金巴利橙汁,Campari & Orange
2804,马利宾菠萝汁,Malibu Pineapple
2805,绿薄荷橙汁,Peppermint Orange
2806,果汁宾汁,Fruit Punch
2807,热牛奶,Hot Milk
2808,冷鲜奶,Cold Milk
2809,草原鲜奶,Fresh Milk
2810,牵手无糖妙士奶,Together (Sugar-Free) Milk Qian Shou
2811,蒙牛酸奶,Mengniu Yoghurt
2812,一品乳(无糖),Yogurt Drink (Sugar-Free)
2813,草莓奶汁,Strawberry Milk Juice
2814,木瓜奶汁,Papaya Milk Juice
2815,巧克力奶,Hot Chocolate Milk
2816,香草杏仁牛奶,Vanilla & Almonds Milk
2817,伊利无糖酸奶,Yili Yoghurt (Sugar-Free)
2818,薄荷+草莓+酸奶,Mint+Strawberry+Yoghurt/Yoghurt with Mint & Strawberry
